X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-98.811100319,29.77915832,"0","0","148",495.097,,,,,,,,,,,,,,,,,,,,,,
-98.811103349,29.779152799,"0","0","149",495.103,,,,,,,,,,,,,,,,,,,,,,
-98.811109527,29.779150013,"0","0","150",495.103,,,,,,,,,,,,,,,,,,,,,,
-98.811115686,29.779148586,"0","0","151",495.102,,,,,,,,,,,,,,,,,,,,,,
-98.811124979,29.779147158,"0","0","152",495.099,,,,,,,,,,,,,,,,,,,,,,
-98.811132774,29.779144402,"0","0","153",495.1,,,,,,,,,,,,,,,,,,,,,,
-98.811139043,29.779143031,"0","0","154",495.099,,,,,,,,,,,,,,,,,,,,,,
-98.811145333,29.779141669,"0","0","155",495.099,,,,,,,,,,,,,,,,,,,,,,
-98.811151632,29.779141674,"0","0","156",495.096,,,,,,,,,,,,,,,,,,,,,,
-98.811159497,29.779140313,"0","0","157",495.096,,,,,,,,,,,,,,,,,,,,,,
-98.811167363,29.779138952,"0","0","158",495.096,,,,,,,,,,,,,,,,,,,,,,
-98.811173687,29.779137603,"0","0","159",495.096,,,,,,,,,,,,,,,,,,,,,,
-98.811180027,29.779137623,"0","0","160",495.094,,,,,,,,,,,,,,,,,,,,,,
-98.811184782,29.779137639,"0","0","161",495.092,,,,,,,,,,,,,,,,,,,,,,
-98.81119271,29.779137664,"0","0","162",495.088,,,,,,,,,,,,,,,,,,,,,,
-98.811199054,29.779137685,"0","0","163",495.086,,,,,,,,,,,,,,,,,,,,,,
-98.811205405,29.779139072,"0","0","164",495.079,,,,,,,,,,,,,,,,,,,,,,
-98.811213306,29.779139086,"0","0","165",495.075,,,,,,,,,,,,,,,,,,,,,,
-98.811221201,29.779139097,"0","0","166",495.072,,,,,,,,,,,,,,,,,,,,,,
-98.811227518,29.779139106,"0","0","167",495.069,,,,,,,,,,,,,,,,,,,,,,
-98.811235414,29.779139118,"0","0","168",495.065,,,,,,,,,,,,,,,,,,,,,,
-98.811241738,29.779140494,"0","0","169",495.057,,,,,,,,,,,,,,,,,,,,,,
-98.811248066,29.779143237,"0","0","170",495.044,,,,,,,,,,,,,,,,,,,,,,
-98.811252819,29.779147345,"0","0","171",495.023,,,,,,,,,,,,,,,,,,,,,,
-98.811259124,29.779144618,"0","0","172",495.027,,,,,,,,,,,,,,,,,,,,,,
-98.811257523,29.779139147,"0","0","173",495.05,,,,,,,,,,,,,,,,,,,,,,
-98.811257505,29.779135045,"0","0","174",495.066,,,,,,,,,,,,,,,,,,,,,,
-98.811255905,29.77912821,"0","0","175",495.095,,,,,,,,,,,,,,,,,,,,,,
-98.811252775,29.779122754,"0","0","176",495.12,,,,,,,,,,,,,,,,,,,,,,
-98.811248067,29.779117296,"0","0","177",495.146,,,,,,,,,,,,,,,,,,,,,,
-98.81124336,29.779111838,"0","0","178",495.167,,,,,,,,,,,,,,,,,,,,,,
-98.811240228,29.779106381,"0","0","179",495.188,,,,,,,,,,,,,,,,,,,,,,
-98.811238675,29.779100925,"0","0","180",495.208,,,,,,,,,,,,,,,,,,,,,,
-98.811237122,29.779095469,"0","0","181",495.228,,,,,,,,,,,,,,,,,,,,,,
-98.811235541,29.779090005,"0","0","182",495.248,,,,,,,,,,,,,,,,,,,,,,
-98.811233961,29.779084542,"0","0","183",495.267,,,,,,,,,,,,,,,,,,,,,,
-98.81123081,29.779080444,"0","0","184",495.281,,,,,,,,,,,,,,,,,,,,,,
-98.811229234,29.779073616,"0","0","185",495.305,,,,,,,,,,,,,,,,,,,,,,
-98.811224519,29.779068156,"0","0","186",495.321,,,,,,,,,,,,,,,,,,,,,,
-98.811219805,29.779062695,"0","0","187",495.336,,,,,,,,,,,,,,,,,,,,,,
-98.81121509,29.779057234,"0","0","188",495.35,,,,,,,,,,,,,,,,,,,,,,
-98.811210373,29.779053139,"0","0","189",495.359,,,,,,,,,,,,,,,,,,,,,,
-98.811204082,29.779049043,"0","0","190",495.366,,,,,,,,,,,,,,,,,,,,,,
-98.811197788,29.779046312,"0","0","191",495.368,,,,,,,,,,,,,,,,,,,,,,
-98.811193071,29.779042216,"0","0","192",495.375,,,,,,,,,,,,,,,,,,,,,,
-98.811186777,29.779039485,"0","0","193",495.375,,,,,,,,,,,,,,,,,,,,,,
-98.81118048,29.779039484,"0","0","194",495.367,,,,,,,,,,,,,,,,,,,,,,
-98.811174181,29.779040849,"0","0","195",495.356,,,,,,,,,,,,,,,,,,,,,,
-98.811166306,29.779043578,"0","0","196",495.339,,,,,,,,,,,,,,,,,,,,,,
